Cluster,Date,Year,Teamleader,LULC,Subtype,Scientific_name,DBH,bole_height,total_height,crown_diameter,tree_condition_label,Stump
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.5,3,7,2.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.7,5,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.2,2,4,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5,1.8,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3,1.8,3,0.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.3,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.7,4,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4,2.5,3.5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.5,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.8,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.9,3,6,2.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6,2,5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,4,5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.9,2.5,4.5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.5,4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.7,3,7,2.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.8,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.5,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.5,5,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,4,5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,6,7,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,4,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4,4,5,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.6,4,6,0.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.1,1.4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.4,2.5,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.9,4,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.5,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,1.6,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,5,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4,2.5,4,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.2,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.3,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,3,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,3,5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.5,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.3,4,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.3,6,7,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.9,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5,4,7,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.1,2,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.2,2,4,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.4,2.5,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,3,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.5,3,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.7,3,7,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,2,4,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.8,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.4,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.6,2.5,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.5,2,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.3,4,6,1.5,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,3,4.5,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.4,2,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.2,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.6,4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,3,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.4,4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.4,6,7,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.9,4,6,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.9,6,8,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8,6,8,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5,6,7,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8,2,6,3,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.1,3,6,3,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.4,4,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.2,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.3,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,9.2,1.4,9,4,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.2,2,5,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.2,3,7,3,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.6,3,7,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.6,4,7,3,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.8,3,6,2,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.2,2,4,1,Healthy,No
SU19,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.5,4,6,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.5,2,7,4,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.2,3,8,1.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.2,3,6,1.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.6,2.5,6,1.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,7.4,2.5,8,2.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,7.1,3,7,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,8.5,3,7,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,20.3,1.8,7,5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.3,3,6,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,4.7,3,6,1.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,5.2,3,6,1.5,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.6,4,6,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,6.6,3,6,2,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.1,2,6,1,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.4,1.6,4.5,1,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Cassia spectabilis,3.7,2,6,1,Healthy,No
SU20,15/12/2018,2018,Miss Z,Bush,Dry Normal Land,Spathodea campanulata,23,1.8,8,5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Euphorbia candelabrum,37.7,2,6.5,3,Healthy,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Euphorbia candelabrum,36.3,1.4,9,4,Healthy,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ficus sur,15,1.9,4,3.5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Albizia coriaria,20.3,,0.2,,,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Albizia coriaria,24,1.8,6,3.5,Declining health,No
SU20,14/12/2018,2018,Mr. X,Crops,Dry Normal Land,Euphorbia candelabrum,26,1.3,8,4,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,8.6,1.3,2.5,0.5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.5,2,3,0.5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,8.8,1.4,2,0.5,Declining health,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4.2,2,3,0.5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,6.2,1.3,3,4,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,8.8,,0.3,,,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus ovata,8.7,2,4,3,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus ovata,4.7,1.9,3,2.5,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus ovata,6,2,4,3,Healthy,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,26,,0.2,,,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,15,,0.2,,,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Allophylus africanus,18,,0.3,,,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Allophylus africanus,59.3,,0.7,,,No
SU20,14/12/2018,2018,Mr. X,Bush,Dry Normal Land,Allophylus africanus,22.5,,0.3,,,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.5,1.9,3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5,1.9,3.5,2.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.2,2,3,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.8,1.4,3,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4,1.5,2.5,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5.8,1.3,4,2.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,6.6,1.5,3,2.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.5,1.4,2.5,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.4,1.5,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4,1.9,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5,1.4,2.3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euclea latidens,3.5,1.4,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4.4,1.3,2.5,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5,1.3,2.5,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.4,1.5,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Euclea latidens,3.4,1.8,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.4,2,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4.5,2,3,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.8,1.5,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,6,1.4,3,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.2,1.3,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.4,1.8,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.7,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Piliostigma thorningii,4.6,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Piliostigma thorningii,4,1.5,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Piliostigma thorningii,4.4,1.3,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Piliostigma thorningii,5,1.3,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.7,1.8,3,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.8,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.5,3,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,20.4,,0.3,,,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,7,1.5,3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,6.4,1.4,3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,5.4,1.9,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.3,1.5,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.2,1.3,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.4,1.8,3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.8,2,4,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,7,1.9,3.5,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,7,1.9,3.5,2,Declining health,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,6.4,1.3,2.5,2,Dead,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5.7,1.6,2.5,1,Dead,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5,1.5,3,2.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5,1.3,2,0.5,Dead,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4,2,3,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,7.8,1.8,4,3,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,5.4,1.3,2.5,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,4.8,1.3,2,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.4,1.5,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4.4,1.4,3,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.7,1.5,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,7,2,4,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,6.5,1.5,4,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.8,4,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.2,2,3.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.5,1.4,3,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.7,2,3.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,5,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,5,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,5,1.4,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Hymenocardia acida,4.6,1.3,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Hymenocardia acida,4.8,1.5,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Hymenocardia acida,3.3,1.4,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,3.8,1.4,3,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Rhus vulgaris,4.7,1.9,2.5,1.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,10.4,1.5,3.5,2,Declining health,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,7,1.3,2.5,1,Declining health,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.7,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.4,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,5,2,3,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.4,2.3,3,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,4.6,2,3.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,3.8,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4.2,1.3,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.4,2.5,1,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.5,1.4,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3,1.4,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3,1.4,2,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.9,2.5,0.5,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,37.7,,0.3,,,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Cussonia arborea,13,1.3,4.5,2,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Lannea barteri,24,1.4,5,4,Healthy,No
SU20,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,20,,0.2,,,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,28.2,,0.4,,,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Stereospermum kunthiunum,13.4,2.2,6,4,Healthy,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,12,2,6.5,4,Healthy,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,36.7,1.5,9,6,Healthy,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Canthium vulgare,10.2,1.3,4.5,4,Healthy,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,28,1.9,9.5,6,Healthy,No
SU21,15/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,16.4,1.3,3.5,3,Declining health,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Cassia spectabilis,12.7,4,4.5,1.5,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Grewia bicolor,10,2,7,4,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Grewia bicolor,10.5,3,7,3.5,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Hagenia abyssinica,6.2,3,7,3.5,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Euphorbia candelabrum,8.4,1.7,3.5,1,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Pittosporum mannii,4.1,3,4.5,2,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Grewia bicolor,4.1,3,4.5,2,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Grewia bicolor,5.2,3,4.5,2,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Grewia bicolor,6.2,3,4.5,2,Healthy,No
SU22,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Euphorbia candelabrum,10.3,1.3,5,1,Healthy,No
